,tweet,label
124,"We can create and we must build it

Within this order, peace is ensured at no more expensive or difficult than by b… https://t.co/jVRZLF83yW",Sadness
125,"@capngonzo And He will fulfill ""all."" We won't be here indefinitely to warn the lost and ""try"" &amp; wake the sleepy sc… https://t.co/kyKjN45qRl",Sadness
126,im just writing chapter 3 of dethroned and i already have 3 endings that i want to do. 2 of them are angst and the… https://t.co/Vh38i8k77f,Sadness
127,@KarenCollum Sorry it's a hard season of sorrow for you.,Sadness
128,"@NickFerrariLBC @LBC He wasn’t a terrorist, he was an inadequate sad sack who has created misery and grief in a par… https://t.co/artYn3D9Ah",Sadness
129,In joy and sorrow my home's in your arms 🫂✨❤️‍🩹,Sadness
130,@proadoniz U can get da dick down,Sadness
131,"""A prince shouldn't sprinkle his love so easily!! It makes girls' hearts tremble if you smile with sorrow.""",Sadness
132,"Parting is such sweet sorrow. I'll be back soon, my lover.",Sadness
133,"@H46688622Hawk Ahh I love that Grey Cat bird, such a character, I can almost see it nodding it head to the beats. P… https://t.co/4V2z4uKeIC",Sadness
134,"@_sigriswil The moment I heard this, my world has turned upside down. Can no one do anything? No news has ever give… https://t.co/UJW7kdWPAD",Sadness
135,@SteakAndIron Knock down ginger.,Sadness
136,I am sorry but @POTUS has blood on his hands. This could have been managed a lot better than this. What ever change… https://t.co/bMXNi8SP3r,Sadness
137,Thick him she it on green chrile plate boyton cheek 2013+ trident missile reclassification start or 2005+ / like ma… https://t.co/61vjsNJkBl,Sadness
138,im juggling my substance abuse with weed and alcohol and alcohol is winning !! also i think i’m getting cystic acne… https://t.co/ZwrdDQZKyw,Sadness
139,"momma always said, 
misery loves company",Sadness
140,"@NewWaverBoy @RNLoveMyJob1 @TristanSnell I do think, down deep, he knew he was going to lose. Why start screaming a… https://t.co/bQzebAqu3d",Sadness
141,Anyone down for cc,Sadness
142,"I see you, my sorrow, Be my love, Be my fear Be my sorrow, Be my life was supposed to stare into your eye,
Just one look",Sadness
143,@Chris_74 And millions of others won't forgive you either as you'll be complicit in extending their misery.,Sadness
144,"@linoshub yeah... and even when they said ""it's okay if u don't love me, it'll be okay, we can still be friends lik… https://t.co/uhMJ93WVLL",Sadness
145,All went down the drain in just a week. I even heard from my relatives that families have begun burning the educati… https://t.co/j0VHnZj8oB,Sadness
146,"doto kusagjoninanun huansunenanon

doto
when

kusagjo-n-in-an-u-n
attend-PST-PRV-IND-3-PL

hu-ansu-n-en-an-on-∅
VBZ… https://t.co/FImoBIJeqC",Sadness
147,"The situation in Afghanistan is appalling, and I really wouldn’t advise reading the tweet responses to anyone posti… https://t.co/6vfB5XW2DV",Sadness
148,@SurlyBobbys @JayBrumit Yes. The #CulturalSubversion hashtag could easily be typed as #CULTuralSubversion. Lol 🙃 (e… https://t.co/08pH1WyEWV,Sadness
149,"kinda weird, all of this could've happened many years previous when my chief preoccupation was being a misery pants… https://t.co/0gwk95EwZU",Sadness
150,"The good and the bad moments, both induced sadness in me….",Sadness
151,"1/5
One's left with only sorrow and disease
and sniffs the smoke that sets his nose aglow
the chosen fruit is hued a bright cerise",Sadness
152,"We all sacrifice
In a bath late in the evening, building up sorrow",Sadness
153,@aunty_rheenie @DanielAndrewsMP He’s sick of locking down all the time and in his mind the only road out now is Vac… https://t.co/EQieYmukh6,Sadness
154,"""who's gonna write this exam,not me"" no write am oh, failure just jotted down your matric number!",Sadness
155,I think ima just juice the rest of my time down here because ain’t shit to eat down here man.,Sadness
156,"John Candy spake, bairn of Elisabeth Shue: Sorrow not, sage! It beseems us better friends to avenge than fruitlessly mourn them",Sadness
157,@SkyNewsArabia_B After allowing the Taliban to have their victory dance US will use special ops proxy and tribal wa… https://t.co/UUJUbw1SUi,Sadness
158,"things I overheard or read somewhere:

You don't have to know more than what you need to if I could settle this wit… https://t.co/o08TDMVJ55",Sadness
159,the sorrow of,Sadness
160,I want someone to fuck the sadness outta me.,Sadness
161,"Falling in your arms and never really believed,
In this whole ""love"" thing,
But when I can share, and my tear Be my sorrow,",Sadness
162,@theonly1acre I watched with sadness yesterday as ordinary folks with their ordinary hands were busy trying to salv… https://t.co/SrJ1lCqSEK,Sadness
163,And I ain't hearing that well these past month or so 😭 I really hope i can hear the information and take down correct information,Sadness
164,Waves of sadness hit me out of nowhere,Sadness
165,"You’re walking down the street, you see a normal woman, smartly dressed with shiny hair. You think you could see yo… https://t.co/nuZ7Vfu0TP",Sadness
166,@SteveRoutledge8 @jackson_sage Good to hear Steve but the signs will need replacing regularly when they're ripped d… https://t.co/OnR9gQqhN8,Sadness
167,@MinnsChris @mon_marsh NSW locked down and now is the time to get out of the shadows when so many questions should… https://t.co/Prb0ClurBs,Sadness
168,@kjdowns52 @PamPickard You are so right. In your sadness should be anger for why we were so willing to give up this… https://t.co/zITiTvs6fR,Sadness
169,"As someone who thought this was a horrible idea from the beginning, I can't even claim any comfort in America leavi… https://t.co/iZn5R56Bss",Sadness
170,“Misery loves company” uhm no???? I’m fucking miserable yet I’m still alone???,Sadness
171,@WalshFreedom I can barely stand the rage and sorrow at what the women and girls of #Afghanistan have been subjecte… https://t.co/u5I6Jx4eTD,Sadness
172,"coffee, weirdness and fucking sadness arg what a great combination",Sadness
173,"to his subject lends not some small glory. 
And thee the dear the gied so birth with harm. 
In thee all the wore th… https://t.co/3dsTRPMRyV",Sadness
174,"misery really loves company, when they down they wanna see you down with them .",Sadness
175,"@GrandpaGrumpMD Oh, I'm so sorry💔😭.
 I pray for your mother, may God comfort your mother.  🙏🙏
You endure great sorrow",Sadness
176,@lazlothebuzz Watch the ceiling fan spin an endless blur and think about how mundane and innocuous life has become.… https://t.co/gQPiGuMkqc,Sadness
177,It hurts the deep sadness that I have.,Sadness
178,"@AdmiralofLolis @Thing_of_Sorrow @AzurLane_EN Am on a gaming pc with a stable connection. 40mb upload, 10mb download",Sadness
179,"@khanumarfa Regarding Taliban, it is a human misery &amp; I don't support anyone using this platform to mock others/ ha… https://t.co/HGSrJ0Yn76",Sadness
180,"Wanting to end this sadness soon, I long to laugh freely not with pain inside.",Sadness
181,There is nothing that will teach u sincere lessons and in the extreme cruelty as sadness.,Sadness
182,@vijaygajera At least she is willy nilly admitting that the taliban taking over kabul qualifies as the worst human… https://t.co/XOjejmwf7f,Sadness
183,Just to get it out of my head: Afghanistan is a tragedy that never should have happened. Almost every politician th… https://t.co/VjpsroTvN4,Sadness
184,"@itstonyt10 @SophieRunning I wouldn’t fight them. I would compare female misery, depression, suicide rate, violence… https://t.co/JLrWPuMC1u",Sadness
185,@MagicGirlOkita After the laughter has died down…,Sadness
186,is tumblr down or what I can’t access it since morning :/,Sadness
187,I’m sorry I couldn’t have a friend like Gizelle she’s miserable and tries to project her misery on other people #RHOP,Sadness
188,"When you don't want to get better, bc you kinda find comfort in sadness.",Sadness
189,People just be wanting company cause they’re miserably in misery.,Sadness
190,"Nothing seemed to matter. Not the throne, not the ritual. Not he’ll itself. These eyes had brought the king of hell… https://t.co/Ov6htcujR2",Sadness
191,@shillman1 I did for many years starting in 10th grade.  I destroyed them when I couldn't deal with all the sadness… https://t.co/DzhVAWN1hj,Sadness
192,@Anya_Timeline @budgorj1 that's what I ASSUMED but she's clearly designed to be the fan insert of someone who wants… https://t.co/xIEV91qcvL,Sadness
193,"Why am I not asleep? Well, because I’ve had a random thought about the ankle breaking scene in Misery and it’s actu… https://t.co/4thJstQNP4",Sadness
194,"Sorrow drips into your heart through a pinhole
Just like a faucet that leaks and there is comfort in the sound",Sadness
195,For what was not aware Britney Spears will be released we will withdraw her guardianship at 39 years old ... after… https://t.co/DeryuUf3yA,Sadness
196,"Baby, don't worry, forget your sorrow 'Cause love's gonna conquer it all. #BotSinging",Sadness
197,"I'm happy for #ZambiaDecides. I hope the joy is long lived.
Because we were there in 2002 and look at us now!
Misery.",Sadness
198,It is worth bearing in mind that the Shias wear black clothes not just because black is the universal colour of sor… https://t.co/rRDLFLXY0K,Sadness
199,"I was Down Below due to grace I’m Out Tha Mud when I get Ricch Imma put myself in a Box no disturbance. 

Proper baarrrrrrs",Sadness
200,"@andy_bruin Hry Andy in relation to smoke testing or customs taric code, yet to receive a definitive answer on eith… https://t.co/gJwdywAaWH",Sadness
201,@Allakariallak That looks so yummy ! Please send some down to Australia ! 😁🤗🤣,Sadness
202,@mkgoblue @BurrellLeroy Sooo very sorry to hear that my heart goes out to the Burrell Leroy family and friends in there time of sorrow,Sadness
203,"@DIMETERNITY in a misery knitted embrace.  the last rays of sun truly did feel lovely on anaemic skin.

ㅤ      head… https://t.co/y6ZfiMoEpw",Sadness
204,I got Dawn and I felt like such a badass facing down a vampire with it but then I accidentally killed Trevor with i… https://t.co/bAfSuuf931,Sadness
205,"@nocontextwv “You, Vision, are the piece of the Mind Stone that lives in me. You are a body of wires and blood and… https://t.co/kVNt6LYnZU",Sadness
206,my weekday routine is literally to bathe in misery until 2 mins before my shift where I talk myself out of it to fu… https://t.co/fCsjnbPQSR,Sadness
207,Misery loves company &amp; the unhappy don’t like seeing nobody happy 💯,Sadness
208,"@ForPhoenixVI I dont have the answer too 😢 but life is a journey that we all have to deal, there's also a lesson, h… https://t.co/c1RZBC2cCA",Sadness
209,Pain. Suffering. Agony. Anguish. Misery. Torture. Torment. Sorrow.,Sadness
210,It's like I'm waiting for my time to eat. Counting down the minutes.,Sadness
211,I don’t understand why Muslims are expressing their sadness about what is happening in #Kabul. The Taliban represen… https://t.co/rp6P52OOKM,Sadness
212,@OfficialSidFC @sidharth_shukla FC if u cn pls tel @sidharth_shukla to kp hs persnal life separate frm profesional… https://t.co/3wlJRUKKRZ,Sadness
213,"Give me a ""follow"",ill try to take off some of your ""sorrow"",trust me my account is not ""hollow"",",Sadness
214,@SCRtweets @UNSomalia @AmbFMadeira 15 august malicious and dark day for the Afg people. The world will not forget t… https://t.co/qEoCunr8oa,Sadness
215,im just gonna listen thru Lost Souls by Caskets to embrace my inexplicable sorrow. i also found that it is also one… https://t.co/vEgeSyXo2Y,Sadness
216,@FactsFossile FRICKK?? my parents found out that i'm an imposter?!?! AND THEY did an emergency meeting and said tha… https://t.co/MnETeEamdv,Sadness
217,"“Burning down all the bridges 
Dig a moat, now I'm finished” ✞",Sadness
218,"How heartbreakingly optimistic things are starting to look for me. So much promise, so much sadness.",Sadness
219,"@mokabah When all is said and done, be it foreign meddling &amp; games, their real or perceived aim of doing good or no… https://t.co/HdxGwCNvEe",Sadness
220,@datboibruno1 I’m down,Sadness
221,"@KNeferhetep I have better inner standing of this , some people enjoy their own misery because it’s the only attent… https://t.co/d3WnxGw4V3",Sadness
222,I'm naive the upper limit SNAP value per single recipient in latter-day. But add $36/mo to whatever the payment.… https://t.co/9citG97UP2,Sadness
223,@_HunnyMay_ Sadness. I hate losing mine. Damn near lost it at an airport.,Sadness
224,@crystalpepsi420 Pain and misery,Sadness
225,"@abhishekmah98 Modric’s quote as well
Something like you can only go down after leaving Real Madrid",Sadness
226,"Be my sorrow, Be my courage,
And walked right up to the pill” I want you have completed the beholder's face...AND a sunshine...IT",Sadness
227,#Tigrayan women have faced the misery of sexual violence for 8 months at the hands of #AbiyAhmedAli's forces. Now t… https://t.co/prE2LQmYBW,Sadness
228,Successfully listened to Blame Game without tearing up for the first time in months I am unstoppable and unable to feel sadness anymore,Sadness
229,You care for your loved ones...thus you suffer sorrow and despair. The beautiful stigmata that is bonded by both the living and the dead.,Sadness
230,Not stanning a group because you don't like their agency looks like your own personal loss! So please keep me out of your misery then too 🙃,Sadness
231,"@29Winds Done done done, we'll also celebrate our misery together",Sadness
232,@HaynerMike @CorbinC14600229 @ABC @jonkarl No he didn’t.,Sadness
233,Our clan's blood will not stop forever. If u wish i would become a rose. Our clan's blood is a lifetime lover. Stay… https://t.co/GvkV52ywEA,Sadness
234,"@QuinnCat13 Would you be interested in audio resources, often it’s easier than sitting down to read a book",Sadness
235,@wafula_wa_baro Ever heard a great business idea but on sitting down to state the problem you are solving you simpl… https://t.co/EG7meNtgOI,Sadness
236,"@animaechan It's so weird, people I mean, that I can't even put in words what I'm feeling as of now, but it's close… https://t.co/ve6jjQkiv4",Sadness
237,@ThomasM78990850 @TeaPainUSA @FoxNews I don't think that these people are responsible for their economic misery. Wh… https://t.co/VPRy6TFKRm,Sadness
238,@luvmygoose The entitled Sydney attitude being perfectly modelled by the leader of the Country. Horrific how the hu… https://t.co/uVV0NCqEeb,Sadness
239,"Transitioning brings happiness, but it brings sadness too. Sadness that comes from living your truth instead of tip… https://t.co/0BE2eVYrOc",Sadness
240,"@rainbowscaandy ""You know that Ranveer is crazy and energetic, but for all you know, he's a depressive. His energy… https://t.co/XHhEnhrVC2",Sadness
241,@shalabhmani Zulm dehsht ki inteha hai yeh tasveer.. pray for Afghan people... The whole world 🌍 at the moment just… https://t.co/1W3nBJRX8X,Sadness
242,@WinstonWeed @Kooshycooooooo @talkSPORT Exactly. None of it is a drama. Spurs can put a flag in away end. And they… https://t.co/TfoaalT1KQ,Sadness
243,My sadness won't go away until I have my PS5 controller back in my hands,Sadness
244,Just put me out of my misery already.,Sadness
245,A lot of things happened now the lore today but the one thing the literal ONE THING that i think is gonna keep me a… https://t.co/r0VNFMvvWA,Sadness
246,I feel deep sorrow for Afghan women.  Women of the world must continue fighting to smash the patriarchy and all the… https://t.co/S54GUwGeIz,Sadness
247,@Tootasouth @BeachGirlJan There one person in ICU in Vic out of a total of 4 hospitalisations. Put down that Kool A… https://t.co/13irQnMm2r,Sadness
248,"My mom said: Never become the reason of someone's sadness 
Become the reason of someone's happiness ☺️
And i felt that 🥺",Sadness
249,@OMAROMEICHE same 😔 hearing their voice shaking and seeing sadness in their eyes is devastating,Sadness
250,"@Down_W_Tatmadaw @waiwainu No, Rakhine State is still under the control of military government SAC.Don't forget thi… https://t.co/tWwM9EeSd2",Sadness
251,@DrTedros @CDMissionIndia @IndiaUNGeneva @IndiainSwiss Get lost. You are responsible for our migrant labour crisis… https://t.co/TqLTKksian,Sadness
252,@salehjohar @danny4eri91 @SabrHazam @Eastafricanque1 @DeqiWoldeMikel The RBGY flag reminds me of: #Oppression… https://t.co/UnoopGovFo,Sadness
253,"What sorrow awaits those who have destroyed others but have never been destroyed themselves. They betray others, bu… https://t.co/jKD5WVpkkT",Sadness
254,"even when i am happy, it sometimes happens that the slightest things can tip me into nonspecific sadness when i am alone.",Sadness
255,"@DefinedByKy I have been a fan of AH for damn near a decade. I don't know you Ky, but damn if I don't stand by you.… https://t.co/ceD6M2jXIv",Sadness
256,When it all comes down to composure that's been lost,Sadness
