,tweet,label
217,You left me speechless because thank you is simply not the right answer here but this is all that,Surprised
218,the boy in striped pajamas.... Im speechless,Surprised
219,I cannot express the level of emotion Im feeling after listening to  s monologue at the end of epis,Surprised
220,I am speechless. We owe Doctors and Nurses a great debt for their selfless heroics. I am sure they,Surprised
221,2 Im speechless rn,Surprised
222,1  cold face  cold face  face vomiting  face vomiting  face vomiting  speechless,Surprised
223,anu speechless,Surprised
224,Now they should reenact the game from Dazed and Confused where Mitch Kramer gets his ass kicked.,Surprised
225,Vh1Playlist play DRUNKDAZED by ENHYPEN,Surprised
226,11   Im also surprised. I thought it was more of an early to middecade show.,Surprised
227,fess drunk dazed,Surprised
228,also drunk dazed has been stuck in my head too,Surprised
229,He nailed their asses to the stake with that delivery Speechless  face without mouth ..,Surprised
230,000  flaneur Thiqa unfortunately doesnt work in Dubai since last year I believe.,Surprised
231,drunk dazed do enha,Surprised
232,Every time I hear louis tomlinsons music I am amazed at how unreal his voice is.,Surprised
233,Got my eyeglass on Wednesday and I am still amazed whenever mag read kog texts sa layo. But anyway I thank God and,Surprised
234,Just now realizing thats the first time Ive seen Liberace. Only ever seen impersonators. And Im real,Surprised
235,my favorite thing is people leaving 3 separate comments to the character max under my tik toks then saying im spee,Surprised
236,This is the year. Mac Jones has improved so much under this new offense. Hes focused. Hes having fun.,Surprised
237,dizzy amp dazed whered i drop my face,Surprised
238,Billue Actually wouldnt be surprised if corn syrup or ethanol gas interests were somehow involved. Next up,Surprised
239,1 Netflix Brooklyn 99 Alex strangelove fear streetAmazon Speechless the grand tour that new s,Surprised
240,hooniieeee drunkdazed or fever,Surprised
241,You were taken aback. You turned around and oh my You couldnt believe your own eyes You saw your parents and you,Surprised
242,77049977     Your story doesnt add up.   Why was he arrested An RTC Not itself arresta,Surprised
243,I am surprised by the number of people I follow particularly in globe twitter who are practically r,Surprised
244,the heavens cried I know I left you speechless,Surprised
245,41 Dazed amp Confused Live at MSG 1979,Surprised
246,bunch Took me like 6 months to get an electrician then it turned into some shady shit... But pushed it though,Surprised
247,I taught in person last year. I was amazed how much it surprised me every time I saw my students w,Surprised
248,Now Im not surprised why you simp for jiung CZ SAMEJDHISJSKSK,Surprised
249,L evanterG ods MenuB ack DoorT hunderousIm amazed. This is so cool. I love how Stray Kids seemed to have pla,Surprised
250,Cant wipe there own arse at 4 but can change gender pleading face Im amazed what this party gets away with. ResignSturgeon,Surprised
251,19            collision  speechless VendhuThanindhathuKaadu SilambarasanTR,Surprised
252,hello drunk dazed by enhypen is so good wtf ,Surprised
253,Drunk dazedenhypenWHERE IS LISA SOLO I vote Rose for Bomba Kpop on KCAMexico   ,Surprised
254,Forever amazed at how beautiful urdu is  pleading face  idk how i understand it so well but Im glad i do. So poetic.,Surprised
255,wow i am just becoming more and more amazed onto how Gods spirit is taking over me and I feel it doing that.i f,Surprised
256,DRUNKDAZED BY ENHYPEN  Vh1Playlist,Surprised
257,drunk dazed and its edits were terrible,Surprised
258,Youd be amazed or maybe not the things that people list and I mean list that hav,Surprised
259,jisoo got two magazine covers for september last year marieclaire and dazed will we get another one this year aside from the feature  sneezing face,Surprised
260,Leaveem speechless no words,Surprised
261,Firstime i heard about him is through my daughter. She tell me non stop about how great he is  grinning face with sweat . She,Surprised
262,58  7 My Octopus Teacher left me speechless and amazed.,Surprised
263,pencil  Man David Ellefson was the one that made me pick up a guitar and after the shit he did Im just speechless.,Surprised
264,I really be amazed at myself. Been scared of dogs my whole life one day decided to get over that and did.Could,Surprised
265,So  5SOS  WFTTWTAF was released an hour ago in my country Argentina and I just finished listening every son,Surprised
266,namjoon would be the one to take you to a symphony one night. hes all dressed in a very nice tux amp would even buy,Surprised
267,I havent seen much discussion because the worldwide release is Friday. Its a movie that could have only,Surprised
268,Just finished watching shershaah I dont know what to say Im literally speechless I  pleading face  blue heart  sparkles,Surprised
269,But dont be surprised if she doesnt want to participate. Restrictions allowed by me,Surprised
270,couple yg vibesnya anggun gitu. but tbf youre probably more awkward than him. a lot of intellectual dis,Surprised
271,22 Najeeb i am surprised that there isnt  much  talk about kpl by our former players. Even some,Surprised
272,All the prayers nd well wishes i received 4 my graduation cant thank u enough u indeed are people in need thanks,Surprised
273,Speechless MLB nailed today,Surprised
274,Words can help words can heal words can connect.Amazed by RPs choice of words red heart HBDRamyaPandian,Surprised
275,I hear Alaska is nice this time of year,Surprised
276,He was amazed by how well the male took him it was quite hot to see a male take his dick in such a way. He knew,Surprised
277,Talked to a young refugee teacher today. Taliban killed his uncle a few days ago. Despite shock amp grief he kept te,Surprised
278, Dazed silence. ....Im okay ,Surprised
279,Mutima Tommy wasnt all over someone like a rash in CA. If Kaz amp Tyler last more than 2 months on the outside Ill be amazed LoveIsland,Surprised
280,0409 I can only imagine. Like all that silver surfer stuff Ey... Bro like wow. Im amazed and idk why  face with tears of joy,Surprised
281,Im worried then. Were gonna struggle in midfield that was one of our main problems last year Id,Surprised
282,Haha I have a feeling that when I meet E that she will be dropping the fbombs amp i will,Surprised
283,Surprised album cutiee  smiling face with halo  smiling face with halo,Surprised
284,I am so sorry  32 I am speechless,Surprised
285,Im speechless  pleading face  white heart  white heart  white heart  white heart  white heart,Surprised
286, My sister is amazed because he sang it live. Ghad,Surprised
287,1 Ahhhhhhhhhhhhhh I am going mad.How hard is he nowI am speechless just crying...,Surprised
288,Yeah not surprised,Surprised
289, SPEECHLESS face without mouth  loudly crying face  raised back of hand light skin tone,Surprised
290,TV in weapons in WW II Count me amazed. A predecessor of the JDAM I guess.,Surprised
291,00ney01    85 Thats true unless his demands were ridiculous. Id be surprised if there wasnt,Surprised
292,1     I think  thinking face  he is speechless  speaknoevil monkey,Surprised
293,Exactly this. This is good for Chrome users amp publishers but not really anyone else in the industr,Surprised
294,If this is how the whole year will be not surprised then we may just stay home. The inconsistency,Surprised
295,05    OL  313 I would be extremely surprised tbh...,Surprised
296,If it ends up being 100m Id be amazed.,Surprised
297,Completely forgot I got follow botted the other day on stream I feel like its such a normal part of twitch now hen,Surprised
298,Wao......speechless  beauty  smiling face with hearteyes,Surprised
299,it left me speechless then and still leaves me speechless now like it really is one of the best movie endings ive ever seen,Surprised
300,And it turns out she is one of them. So speechless,Surprised
301,91 I was surprised too,Surprised
302,Glad youre counting your blessings. Im amazed and grateful for my similarly supportive wife.,Surprised
303,need to know e drunk dazed,Surprised
304,When I was in Japan I went once in the restroom to drink water from the tap. My japanese friend w,Surprised
305,The masses pay close attention to what others say about how to get rich without checking who they are,Surprised
306,20279199  2EmChris Its funny you say that. Im amazed at the amount of people I met that tell me that the,Surprised
307,Im literally speechless. I knew she did all that other stuff but SHE was Susie,Surprised
308,louis tomlinson is a singer with an unreal voice you can only see him singing fearless or perfect now at his live,Surprised
309,Yes Many at this end were amazed we got him. Maybe your owners plan is to draft more players in from,Surprised
310,Good update..little surprised that we should open schools in Chennai as most of the tea her wear cotto,Surprised
311,Speechless.Wish the best good luck lt3,Surprised
312,Please dont apologize its really fun to read.. a while ago when I was reading your story I didnt re,Surprised
313,Halton     Im speechless. I feel more so than ever we are beyond repair. broken heart,Surprised
314,Im speechless If thats that last film he ever does sincerely hope not then Johnny can be proud because its,Surprised
315, HELLO  loudly crying face  loudly crying face  youre so pretty gorgeous stunning Im  speechless.,Surprised
316,Youd be amazed at how well family secrets are kept. allstartrek,Surprised
317,Johnson93  1  CRIME Youd be surprised. Ive seen people who have been arrested for fleeing polic,Surprised
318,Staffer As somebody in the UK reading the comments on the article Im still genuinely amazed how many peop,Surprised
319,Tbbuy Dazed k0rea sunu where r u,Surprised
320,thats so cute dd wth also jet mentioned u all the time and i thought u guys were alr dating so i w,Surprised
321,I am speechless  face with hand over mouth  face with hand over mouth  face with hand over mouth  face with hand over mouth,Surprised
322,jeffs Agreed. Much as Id like to know all the ins and outs the club arent going to tell us an,Surprised
323,disappointed but not surprised,Surprised
324,is luca a good eater or am i good cook bc this little shit eats as much as i do  weary face,Surprised
325, ive been staring at zhonglis hair for 10 minutes and im still amazed by it,Surprised
326,1991fuyu no cuz me too im very surprised at the amount of people who find it cringey because i genuinely think its very cool,Surprised
327,AS     Imagine I will be surprised that Arsenal will get 3points against Brentford. What a,Surprised
328,0nIine  1        18  ,Surprised
329,Vh1Playlist please play my request song DrunkDazed by ENHYPEN,Surprised
330,5 that come to mind areJawsCaddyshackRoundersDazed amp ConfusedStep Brothers,Surprised
331,People call Pixellitist an OG cryptoartist. Pixellitist never said such things. With that said for any follower,Surprised
332,no por ser biased pero los outfits de sunghoon heeseung y jay en drunk dazed son los mejores es que,Surprised
333,drunk dazed e next level,Surprised
334,11 Ohh my God Im uncharacteristically speechless.,Surprised
335,Tays U down for a toxic marriage And how much do divorce rates go for these days I just very bad commitment issues but Sur eyeah,Surprised
336,86587544     100 right we are becoming a speechless society,Surprised
337,Right Perfect opportunity and Mia nailed itThough,Surprised
338,Fan  Stout  cornell   Oceans 11Hunt for Red OctoberSuperbad Dazed,Surprised
339,Speechless pt.2,Surprised
340,I make u speechless,Surprised
341,I honestly laughed pretty hard when SB sort of rejected KY because I think thats about the ONLY time Ive seen him speechless. LMFAO BB23,Surprised
342,isback  weary face  ....... Yar em speechless,Surprised
343,....Im speechless.,Surprised
344,1 Am speechless  speaknoevil monkey   flushed face  gas in the ass  is not exciting to me lol.,Surprised
345,ForSomeMo I dont want to assume again. I am a lot less surprised than I was when I first read it,Surprised
346,5SOS im extremely proud of you babe im speechless. you worked so hard for this album and im so happy for th,Surprised
347,  41965406  COOLKID93 I might get back in the groove since 16 got buffed Since the day I di,Surprised
348,sunset Ight Idek what to say rn. Speechless  smiling face with hearteyes,Surprised
349, he lifts her face closer to his with a small smirk on his face  so you do admit it yours truly has c,Surprised
350,Did some basic research and was amazed at amount of raw sewage dumped at sea by cruise ships. Didnt find,Surprised
351,tino Wow Im speechless that is enormous  face screaming in fear  fire,Surprised
352,53  5  139  11ersix I would be surprised if anyone hated the Hellwalker,Surprised
353,Booty shorts make any female look thick  sleeping face  niggas be amazed for nun  hundred points  pouting cat,Surprised
354,3sthetics You will be dazed how smarter they will be and you will look like nothing close to smart when they out,Surprised
355,5 And strangely servile population. This has really surprised me  not what I thought Australia,Surprised
356,you didnt let any of us down i promise you  we were so amazed that it was such a close battle,Surprised
357,Yeah Im amazed every time bro lol,Surprised
358,Nobody know how much I love Her.. Except Herself  slightly frowning face  Speechless,Surprised
359,39756562  0nIine  1        18,Surprised
360,i gave my best friend a 3ds  monster hunter for his birthday and he was literally speechless and i fel,Surprised
361,SariddaHope drunkdazed,Surprised
362,That press conference was upsetting. But I cant say Im surprised.,Surprised
363,975TheFanatic not for nothinwhy were they so surprised when he went in he was sitting on the edge by himself  face with tears of joy  face with tears of joy  glad everyone is ok tho,Surprised
364,Surprised to know that   or   dont deliver to Sector 21 in Noida  Most of the stores are within 23 kms ,Surprised
365,Why am I not surprised by the extreme level of fear and ignorance displayed by conspiracy theory believing ne,Surprised
366,the ending of episode 3 just left me speechless i cant believe that happened to hank,Surprised
367,Im fucing speechless.,Surprised
368,Yall acting all surprised about Laura Osnes when we all knew she was a Trumper,Surprised
369,00      ted   In any case if youve financially cripp,Surprised
370,I often hear a word in a song and at the same time see it in real life. I am often amazed but not tonight. Listeni,Surprised
371,why do people who just started one piece say its bad i mean the manga is nice it lights up my curiosity and gets,Surprised
372,laurel and hardy,Surprised
373,     True.,Surprised
374, Good luck,Surprised
375,DAZED DAZEED DAZEEED,Surprised
376,If youre gonna make a creepy lets call comment to a critic on Twitter the least you can do to show youre bein,Surprised
377,Absolutely fantastic performance Sid.. I was speechless.. 9 years and finally it h,Surprised
378,89Ducks   oh my gosh i am speechless to be honest,Surprised
379,drunkdazed  smiling face with hearteyes,Surprised
380,2semi fever mixed up let me in drunkdazed,Surprised
381,leeds Ive found it on YouTube thats tonights viewing sorted. Just amazed Id not heard of it,Surprised
382,IM SO SPEECHLESS RN,Surprised
383,Its an issue ive noticed with all the groups but for examples listen to Permission to dance by BTS. Th,Surprised
384,Dazed and confused Sleepy Joe has to go to a nursing home,Surprised
385,DrunkDazed Enhypen juswagames,Surprised
386,2020  77   Mine are Dazed amp Confused and Aliens With a little Notting Hill thrown in but,Surprised
387,Yesterday I discovered Japanese antivaxers and Im just amazed. I mean I guess anivaxers dont hav,Surprised
388,GerrardEra   With this team Im not surprised your football opinions are so awful,Surprised
389,singh this is not good  if he has done something wrong .. then Hanover him to police  woman police officer   look at hi da,Surprised
